Season,Squad,Goals GA_for,Goals PKA_for,Goals FK_for,Goals CK_for,Goals OG_for,Expected PSxG_for,Expected PSxG/SoT_for,Expected PSxG+/-_for,Launched Cmp_for,Launched Att_for,Launched Cmp%_for,Passes Att (GK)_for,Passes Thr_for,Passes Launch%_for,Passes AvgLen_for,Goal Kicks Att_for,Goal Kicks Launch%_for,Goal Kicks AvgLen_for,Crosses Opp_for,Crosses Stp_for,Crosses Stp%_for,Sweeper #OPA_for,Sweeper AvgDist_for,Goals GA_against,Goals PKA_against,Goals FK_against,Goals CK_against,Goals OG_against,Expected PSxG_against,Expected PSxG/SoT_against,Expected PSxG+/-_against,Launched Cmp_against,Launched Att_against,Launched Cmp%_against,Passes Att (GK)_against,Passes Thr_against,Passes Launch%_against,Passes AvgLen_against,Goal Kicks Att_against,Goal Kicks Launch%_against,Goal Kicks AvgLen_against,Crosses Opp_against,Crosses Stp_against,Crosses Stp%_against,Sweeper #OPA_against,Sweeper AvgDist_against
2019-2020,Betis,60,11,1,4,1,54.8,0.29,-4.2,158,464,34.1,1045,171,34.1,33.0,284,38.0,35.5,524,12,2.3,59,17.8,48,6,1,10,0,48.9,0.27,0.9,238,646,36.8,863,130,48.6,40.0,316,71.8,52.0,457,21,4.6,36,14.7
2019-2020,Celta Vigo,49,5,3,3,0,45.8,0.28,-3.2,202,576,35.1,784,136,44.5,30.1,339,67.0,49.1,604,20,3.3,16,16.0,37,6,3,4,0,43.8,0.25,6.8,192,550,34.9,816,144,48.2,39.0,234,67.1,49.5,506,15,3.0,46,15.8
2019-2020,Eibar,56,4,2,3,1,52.2,0.35,-2.8,297,896,33.1,882,93,72.3,51.6,268,96.3,70.6,471,26,5.5,77,17.9,39,7,1,6,1,42.2,0.23,4.2,287,801,35.8,1160,167,50.3,38.8,356,61.0,46.6,667,20,3.0,25,13.0
2019-2020,Espanyol,58,6,0,4,2,54.4,0.31,-1.6,228,688,33.1,895,133,52.5,31.1,316,69.0,49.6,495,29,5.9,51,7.8,27,4,1,4,2,32.8,0.24,7.8,250,681,36.7,918,168,47.8,39.1,330,73.3,52.2,530,28,5.3,46,15.6
2019-2020,Getafe,37,5,0,2,2,38.3,0.3,3.3,359,970,37.0,880,46,83.4,52.7,259,91.1,58.5,383,20,5.2,69,18.1,43,6,2,7,1,36.9,0.26,-5.1,304,797,38.1,1022,133,54.3,41.5,334,72.5,51.7,629,20,3.2,56,16.5
2019-2020,Granada,45,4,1,5,0,45.9,0.27,0.9,329,899,36.6,1074,137,60.1,42.5,325,78.2,55.1,538,27,5.0,68,13.6,52,5,2,7,2,38.3,0.28,-11.7,212,562,37.7,873,146,42.5,37.1,278,68.7,51.0,497,26,5.2,32,14.5
2019-2020,Leganés,51,6,2,7,1,46.5,0.29,-3.5,260,774,33.6,828,165,62.1,41.8,292,89.0,62.5,513,18,3.5,42,14.5,30,3,4,2,0,36.7,0.22,6.7,233,671,34.7,901,175,49.9,39.7,321,68.8,51.3,566,33,5.8,43,15.2
2019-2020,Levante,53,3,1,9,2,54.3,0.23,3.3,179,515,34.8,813,206,43.2,37.6,354,46.3,39.4,636,20,3.1,49,14.4,47,5,1,3,2,43.5,0.29,-1.5,247,610,40.5,858,151,47.2,38.4,306,67.0,48.7,531,18,3.4,48,15.3
2019-2020,Mallorca,65,15,2,7,1,63.8,0.26,-0.2,253,670,37.8,932,185,51.9,37.6,320,58.1,47.8,539,26,4.8,28,,40,8,2,1,1,38.8,0.24,-0.2,226,528,42.8,808,142,38.7,36.0,320,67.2,49.0,506,15,3.0,32,13.4
2019-2020,Osasuna,54,5,3,5,0,51.1,0.33,-2.9,289,858,33.7,885,144,67.2,44.6,306,85.9,58.4,488,21,4.3,47,18.2,46,8,1,4,0,41.8,0.23,-4.2,233,777,30.0,951,140,54.7,40.9,332,77.4,53.6,597,11,1.8,33,15.5
2019-2020,Real Madrid,25,2,0,5,0,30.8,0.26,5.8,90,312,28.8,970,227,22.7,26.9,246,37.4,38.2,460,23,5.0,37,14.2,70,11,1,4,1,73.2,0.28,4.2,278,695,40.0,963,171,48.1,38.3,336,69.0,50.3,574,14,2.4,39,15.0
2019-2020,Real Sociedad,48,7,2,4,1,45.4,0.26,-1.6,220,509,43.2,1128,133,30.1,30.3,246,69.1,48.0,447,13,2.9,65,17.7,56,4,1,7,2,46.3,0.3,-7.7,226,701,32.2,924,149,52.8,40.3,286,74.5,53.3,532,15,2.8,29,13.7
2019-2020,Sevilla,34,3,3,2,1,32.3,0.24,-0.7,179,450,39.8,813,179,34.9,33.7,281,59.1,45.5,478,19,4.0,29,11.7,54,7,2,5,1,51.4,0.27,-1.6,261,730,35.8,926,148,53.7,41.1,311,74.9,51.4,637,22,3.5,27,12.7
2019-2020,Valencia,53,7,3,4,1,50.2,0.22,-1.8,211,599,35.2,878,201,41.3,34.2,337,70.0,50.3,619,12,1.9,19,10.8,46,5,2,4,1,47.0,0.34,2.0,212,569,37.3,827,138,46.9,38.6,273,66.3,50.5,509,17,3.3,56,16.5
2019-2020,Valladolid,43,7,2,5,0,48.0,0.29,5.0,258,793,32.5,789,130,63.1,49.5,365,80.8,56.1,590,15,2.5,18,,32,3,2,2,1,33.7,0.24,2.7,232,546,42.5,812,163,43.0,36.8,284,69.4,50.8,492,19,3.9,38,14.3
2019-2020,Villarreal,49,8,0,10,2,45.2,0.22,-1.8,146,442,33.0,858,173,32.3,28.0,329,50.2,40.5,648,19,2.9,27,10.2,63,10,1,4,1,61.6,0.3,-0.4,259,659,39.3,916,152,50.5,39.2,302,64.9,48.9,478,16,3.3,59,17.1
2018-2019,Alavés,50,6,3,2,2,52.6,0.29,4.6,325,794,40.9,805,98,61.6,48.9,337,88.4,57.0,632,21,3.3,42,8.6,39,2,2,7,0,33.9,0.26,-5.1,242,629,38.5,905,178,43.4,37.4,325,72.6,52.4,584,29,5.0,35,14.4
2018-2019,Athletic Club,45,5,0,6,0,42.8,0.32,-2.2,358,825,43.4,901,123,64.9,36.7,264,90.9,62.7,508,22,4.3,36,11.1,41,5,1,1,2,43.2,0.27,4.2,274,700,39.1,944,166,49.9,39.0,297,77.1,53.3,574,19,3.3,38,14.5
2018-2019,Atlético Madrid,29,5,0,4,2,42.3,0.28,15.3,220,596,36.9,583,104,56.6,33.3,302,88.1,57.2,555,22,4.0,16,,55,3,3,6,2,53.5,0.32,0.5,242,565,42.8,885,166,45.2,38.0,280,58.9,46.8,462,17,3.7,27,13.0
2018-2019,Barcelona,36,2,0,2,1,40.4,0.3,5.4,125,244,51.2,970,211,15.7,27.3,224,41.1,37.8,440,8,1.8,38,16.2,90,8,6,6,2,90.0,0.33,2.0,234,629,37.2,829,149,48.7,39.2,305,73.8,52.4,308,10,3.2,33,15.1
2018-2019,Betis,52,4,2,8,0,51.5,0.31,-0.5,128,337,38.0,1153,195,20.3,30.6,276,37.3,36.8,466,25,5.4,58,18.7,44,5,4,2,1,48.3,0.26,5.3,209,614,34.0,777,105,51.9,40.9,259,81.5,56.7,469,14,3.0,38,16.1
2018-2019,Celta Vigo,62,6,4,5,1,59.7,0.32,-1.3,257,669,38.4,925,161,44.3,38.0,348,74.4,55.1,581,20,3.4,37,15.6,53,7,2,5,1,51.0,0.28,-1.0,244,609,40.1,784,147,51.4,40.0,263,78.3,53.3,539,24,4.5,34,14.1
2018-2019,Eibar,50,3,2,3,1,44.1,0.31,-4.9,325,855,38.0,912,108,69.4,44.6,235,94.5,66.5,403,20,5.0,84,18.1,46,7,2,7,0,45.8,0.26,-0.2,340,865,39.3,1029,165,56.8,42.3,393,71.5,51.7,865,19,2.2,21,12.1
2018-2019,Espanyol,50,6,5,7,2,51.8,0.27,3.8,226,562,40.2,868,133,39.9,35.4,333,64.9,47.6,674,24,3.6,19,12.3,48,4,2,7,5,45.1,0.26,2.1,224,590,38.0,884,179,44.0,37.8,287,70.0,51.1,431,15,3.5,38,15.8
2018-2019,Getafe,35,4,1,2,2,40.1,0.26,7.1,359,963,37.3,832,52,83.5,50.3,282,95.0,59.3,475,20,4.2,38,15.5,48,6,0,1,1,44.3,0.3,-2.7,249,652,38.2,963,150,47.1,39.1,290,68.3,51.7,488,23,4.7,39,15.4
2018-2019,Girona,53,8,2,6,2,61.0,0.27,10.0,223,578,38.6,896,177,40.5,38.2,328,65.5,48.4,554,19,3.4,27,9.6,37,6,1,3,0,41.3,0.26,4.3,254,652,39.0,856,139,51.3,39.1,280,76.1,53.0,578,34,5.9,39,14.8
2018-2019,Huesca,65,9,2,1,3,61.5,0.31,-0.5,332,851,39.0,782,75,71.9,51.2,310,93.2,61.9,525,7,1.3,12,11.6,43,6,1,7,0,46.0,0.27,3.0,195,569,34.3,861,176,42.5,37.0,295,68.8,51.7,636,33,5.2,45,14.2
2018-2019,Leganés,43,3,2,3,1,43.2,0.3,1.2,344,834,41.2,894,112,63.0,39.8,307,88.3,60.3,585,28,4.8,30,15.7,37,3,0,5,1,37.5,0.26,1.5,199,614,32.4,838,169,44.4,38.3,324,74.7,54.3,601,21,3.5,33,15.8
2018-2019,Levante,66,8,1,6,2,68.9,0.27,4.9,207,577,35.9,662,184,48.2,40.5,394,65.5,47.8,595,19,3.2,32,11.8,59,5,1,8,3,55.5,0.31,-0.5,252,645,39.1,824,151,49.2,39.4,298,80.5,55.5,537,21,3.9,49,15.5
2018-2019,Rayo Vallecano,70,7,0,10,1,65.8,0.3,-3.2,240,581,41.3,887,197,44.2,37.2,306,61.8,46.5,574,13,2.3,35,15.5,41,5,1,3,1,49.3,0.3,9.3,234,625,37.4,803,139,48.6,39.5,307,76.5,55.0,576,22,3.8,22,12.6
2018-2019,Real Madrid,46,6,0,6,0,47.9,0.31,1.9,126,363,34.7,923,233,27.1,32.3,256,44.1,42.5,400,26,6.5,38,14.2,63,9,1,9,2,68.8,0.29,7.8,272,649,41.9,886,150,46.4,38.2,309,77.0,52.7,598,17,2.8,26,13.1
2018-2019,Real Sociedad,46,2,1,11,2,39.9,0.27,-4.1,218,556,39.2,1156,142,31.2,31.5,295,66.1,47.7,590,28,4.7,52,17.8,45,8,0,3,1,50.1,0.29,6.1,263,694,37.9,901,126,52.1,40.0,289,77.9,54.0,493,18,3.7,45,15.5
2018-2019,Sevilla,47,6,2,4,0,50.3,0.28,3.3,191,630,30.3,875,216,45.8,40.2,294,77.9,55.3,539,30,5.6,30,20.7,62,5,0,5,2,62.7,0.34,2.7,241,633,38.1,812,134,47.3,39.1,326,76.4,53.8,612,19,3.1,31,14.7
2018-2019,Valencia,35,7,2,6,2,42.4,0.23,9.4,186,548,33.9,635,176,46.6,35.1,305,82.6,57.1,620,14,2.3,18,12.5,51,5,1,8,1,58.7,0.32,8.7,227,608,37.3,903,148,41.5,36.6,315,74.0,53.0,551,11,2.0,27,13.5
2018-2019,Valladolid,51,6,1,8,1,53.2,0.29,3.2,269,842,31.9,900,172,59.1,42.4,347,89.3,60.6,614,20,3.3,14,11.2,32,4,3,3,1,38.3,0.25,7.3,245,581,42.2,748,157,43.6,37.9,313,81.5,56.5,620,26,4.2,37,13.9
2018-2019,Villarreal,52,3,2,5,3,55.8,0.28,6.8,227,532,42.7,708,154,45.9,39.2,303,68.3,50.6,677,23,3.4,36,11.8,49,3,1,9,2,51.9,0.27,4.9,246,614,40.1,835,129,48.7,38.8,291,71.1,51.7,485,17,3.5,35,14.7
2017-2018,Alavés,50,7,2,7,2,49.4,0.25,1.4,330,786,42.0,708,103,65.5,48.6,360,89.4,56.7,657,17,2.6,19,9.0,40,1,1,4,0,37.9,0.27,-2.1,224,589,38.0,917,156,43.2,37.6,256,75.4,53.7,431,22,5.1,32,14.9
2017-2018,Athletic Club,49,3,3,5,3,52.0,0.28,6.0,407,840,48.5,1066,140,57.6,43.6,271,83.4,58.8,525,29,5.5,31,14.2,41,6,0,6,2,46.7,0.27,7.7,274,721,38.0,924,139,50.2,40.2,306,84.0,55.6,654,29,4.4,31,13.0
2017-2018,Atlético Madrid,22,1,1,2,1,33.2,0.23,12.2,194,581,33.4,635,109,55.0,42.4,289,80.3,54.5,550,26,4.7,14,11.9,58,4,2,2,1,58.8,0.36,1.8,235,571,41.2,924,173,41.9,36.9,257,71.6,52.5,417,27,6.5,47,15.0
2017-2018,Barcelona,29,2,0,1,0,37.0,0.26,8.0,130,310,41.9,1061,197,17.6,27.9,272,45.2,41.3,411,15,3.6,41,7.7,99,3,6,7,3,96.1,0.36,0.1,236,640,36.9,859,136,49.7,40.5,280,76.1,53.8,323,11,3.4,36,14.5
2017-2018,Betis,61,3,0,7,4,48.1,0.29,-8.9,199,577,34.5,1239,163,32.4,34.5,312,56.4,43.3,584,25,4.3,29,10.4,60,2,1,3,4,53.4,0.32,-2.6,211,610,34.6,795,104,51.6,40.7,246,81.3,56.7,422,18,4.3,35,15.2
2017-2018,Celta Vigo,60,4,0,8,1,49.5,0.29,-9.5,247,700,35.3,1154,124,43.4,36.3,280,71.1,53.1,539,14,2.6,38,14.1,59,2,3,4,2,55.3,0.33,-1.7,239,717,33.3,869,127,55.6,41.7,285,82.1,56.5,473,23,4.9,37,15.1
2017-2018,Eibar,50,4,2,3,3,47.8,0.34,0.8,359,957,37.5,992,96,73.5,52.4,239,95.4,69.5,379,23,6.1,100,21.4,44,2,2,7,1,37.6,0.27,-5.4,295,873,33.8,1037,131,54.7,42.3,388,78.9,55.7,850,30,3.5,33,13.1
2017-2018,Espanyol,42,4,1,5,2,47.2,0.26,7.2,237,673,35.2,756,172,52.1,39.3,329,84.8,57.2,568,31,5.5,24,11.3,36,2,1,1,3,38.1,0.27,5.1,269,712,37.8,1025,149,49.4,39.7,273,75.5,55.2,592,49,8.3,42,13.5
2017-2018,Getafe,33,2,0,3,0,42.3,0.31,9.3,292,925,31.6,813,80,74.2,52.5,332,97.0,64.3,549,25,4.6,37,9.9,42,5,1,6,1,42.9,0.26,1.9,248,584,42.5,883,152,44.2,38.4,258,75.2,53.2,463,20,4.3,57,17.3
2017-2018,Girona,59,4,3,2,3,57.8,0.32,1.8,289,797,36.3,828,133,64.4,43.7,296,89.2,60.2,488,14,2.9,43,15.3,50,6,2,8,0,52.0,0.3,2.0,208,659,31.6,907,150,49.6,38.4,260,80.4,54.4,644,30,4.7,35,14.3
2017-2018,La Coruña,76,4,4,11,3,62.3,0.33,-10.7,236,599,39.4,668,148,53.6,39.4,330,73.0,53.4,600,30,5.0,13,11.0,38,3,0,7,0,44.4,0.29,6.4,238,626,38.0,853,138,45.0,37.7,312,77.6,54.4,593,23,3.9,43,14.4
2017-2018,Las Palmas,74,5,1,7,1,73.7,0.33,0.7,198,559,35.4,1195,239,32.2,28.8,324,53.7,45.8,533,30,5.6,66,13.8,24,6,0,2,0,36.3,0.23,12.3,275,694,39.6,822,116,53.3,41.0,307,83.4,56.3,475,19,4.0,36,14.6
2017-2018,Leganés,51,6,4,4,0,51.8,0.3,0.8,338,963,35.1,922,94,74.7,46.3,285,96.1,63.6,511,31,6.1,49,16.0,34,2,0,4,2,36.6,0.27,4.6,187,541,34.6,970,185,37.3,35.4,318,56.3,47.3,547,22,4.0,42,14.6
2017-2018,Levante,58,5,1,8,3,57.9,0.29,2.9,280,745,37.6,748,113,62.4,44.1,330,84.2,56.4,601,30,5.0,42,14.7,44,5,5,3,1,43.8,0.32,0.8,240,570,42.1,770,166,42.2,36.4,325,75.4,53.4,565,26,4.6,23,13.4
2017-2018,Málaga,61,6,1,3,0,66.6,0.36,5.6,308,822,37.5,791,91,67.0,48.6,314,93.0,60.9,537,29,5.4,20,11.1,24,4,0,3,1,31.3,0.22,8.3,234,609,38.4,869,153,45.2,38.0,297,72.7,53.6,596,31,5.2,23,11.2
2017-2018,Real Madrid,44,2,0,7,2,45.4,0.3,3.4,105,277,37.9,756,184,20.2,31.0,243,51.0,44.3,434,18,4.1,36,13.3,94,8,2,15,3,89.4,0.3,-1.6,330,757,43.6,905,157,51.0,40.8,374,78.9,56.0,704,18,2.6,36,12.7
2017-2018,Real Sociedad,59,6,2,7,1,52.7,0.3,-5.3,234,559,41.9,1356,149,30.8,35.1,246,57.7,43.8,470,28,6.0,49,14.8,66,4,1,11,2,56.2,0.32,-7.8,271,707,38.3,829,131,52.7,40.8,344,78.5,55.8,641,25,3.9,25,13.6
2017-2018,Sevilla,58,5,1,6,1,51.7,0.32,-5.3,165,455,36.3,754,188,35.1,33.6,290,65.5,49.1,548,30,5.5,26,12.0,49,4,0,3,1,56.7,0.3,8.7,246,741,33.2,941,126,52.1,40.3,332,75.6,54.3,508,29,5.7,40,13.8
2017-2018,Valencia,38,3,1,5,0,50.7,0.28,12.7,188,536,35.1,647,181,45.7,39.7,311,77.2,55.8,622,23,3.7,10,9.6,65,8,1,7,2,60.0,0.29,-3.0,238,677,35.2,844,144,51.8,40.2,294,81.6,56.3,486,29,6.0,30,14.2
2017-2018,Villarreal,50,5,1,6,0,50.8,0.28,0.8,180,532,33.8,726,184,39.3,32.0,332,74.4,52.8,687,31,4.5,36,16.1,57,4,0,4,1,54.4,0.3,-1.6,218,595,36.6,872,155,47.2,38.8,273,67.0,51.5,409,18,4.4,40,15.7
2024-2025-femenino,Athletic Club,32,1,0,2,3,32.9,0.26,3.9,140,342,40.9,1016,134,23.2,27.5,258,41.1,31.3,428,20,4.7,24,14.1,40,4,1,7,2,36.3,0.35,-1.7,95,255,37.3,627,118,29.5,31.7,210,33.3,27.8,421,39,9.3,35,12.5
2024-2025-femenino,Atlético Madrid,23,1,0,4,1,26.1,0.25,4.1,75,164,45.7,776,156,13.5,21.0,223,26.5,27.6,365,24,6.6,30,16.9,49,2,0,7,3,44.6,0.27,-1.4,134,386,34.7,743,104,35.4,33.0,282,43.6,32.9,445,31,7.0,29,11.6
2024-2025-femenino,Barcelona,16,0,0,0,0,13.0,0.28,-3.0,26,44,59.1,623,92,6.7,21.7,71,2.8,17.4,99,10,10.1,68,20.8,128,7,2,14,1,100.0,0.3,-27.0,146,488,29.9,683,155,41.9,35.8,470,43.0,32.3,713,21,2.9,24,10.6
2024-2025-femenino,Dep La Coruña,48,1,2,9,1,56.4,0.31,9.4,101,346,29.2,732,141,33.3,32.1,319,32.0,27.5,586,30,5.1,43,14.3,27,1,2,1,1,26.8,0.22,0.8,96,244,39.3,614,110,26.2,28.8,194,42.8,33.1,226,14,6.2,47,17.5
2024-2025-femenino,Eibar,41,2,0,2,0,39.5,0.26,-1.5,237,808,29.3,691,33,78.0,51.4,341,78.9,48.1,480,40,8.3,18,9.6,24,3,1,2,0,27.8,0.3,3.8,112,353,31.7,776,114,32.9,33.2,204,48.0,34.6,286,15,5.2,52,19.0
2024-2025-femenino,Espanyol,50,4,0,5,2,52.5,0.32,4.5,186,532,35.0,555,81,67.2,45.6,279,57.0,39.8,399,13,3.3,15,10.9,29,1,0,1,1,25.8,0.26,-2.2,91,233,39.1,678,137,21.5,28.8,241,36.1,30.9,325,19,5.8,35,14.9
2024-2025-femenino,Granada,45,2,1,8,2,44.2,0.31,1.2,148,338,43.8,734,125,31.3,33.9,224,48.2,36.4,320,13,4.1,41,15.0,42,4,1,6,1,37.7,0.31,-3.3,110,309,35.6,657,106,30.0,31.9,280,40.0,32.3,549,25,4.6,34,13.7
2024-2025-femenino,Levante,45,1,0,4,0,49.6,0.35,4.6,88,214,41.1,580,132,17.1,26.0,278,41.4,31.9,413,17,4.1,20,10.9,30,2,0,3,0,35.1,0.28,5.1,116,285,40.7,681,120,27.5,29.5,239,41.0,32.2,365,38,10.4,48,13.7
2024-2025-femenino,Levante Planas,45,2,1,5,1,39.4,0.36,-4.6,57,179,31.8,629,168,21.6,27.8,206,20.9,24.1,351,17,4.8,39,15.0,24,5,0,2,0,32.9,0.24,8.9,123,332,37.0,735,114,31.6,31.9,257,38.9,30.9,310,24,7.7,24,13.5
2024-2025-femenino,Madrid CFF,62,4,2,8,1,47.2,0.3,-13.8,52,140,37.1,591,138,13.7,25.1,353,16.7,21.3,381,6,1.6,13,12.4,37,1,0,3,1,35.8,0.27,-0.2,130,342,38.0,630,102,34.0,33.1,231,55.4,38.0,355,22,6.2,40,14.5
2024-2025-femenino,Real Betis,67,5,0,6,3,63.1,0.32,-0.9,111,368,30.2,872,180,28.6,30.6,305,39.0,31.5,484,25,5.2,77,16.6,24,2,0,2,1,24.4,0.25,1.4,81,233,34.8,679,122,22.5,29.0,199,40.2,32.0,269,15,5.6,31,14.9
2024-2025-femenino,Real Madrid,28,5,0,5,3,25.4,0.27,0.4,57,142,40.1,687,128,12.4,24.6,200,28.5,27.9,290,16,5.5,61,16.5,87,4,0,8,4,74.6,0.31,-8.4,140,424,33.0,787,131,32.0,32.1,337,51.0,34.5,510,24,4.7,12,10.1
2024-2025-femenino,Real Sociedad,45,6,2,1,2,36.9,0.26,-6.1,73,192,38.0,666,111,17.7,25.7,225,32.9,29.3,325,14,4.3,52,16.4,40,1,1,5,2,45.6,0.31,7.6,120,350,34.3,809,134,30.8,32.5,278,36.3,31.7,393,31,7.9,42,13.7
2024-2025-femenino,Sevilla,47,1,0,6,0,47.0,0.29,0.0,111,419,26.5,714,102,39.4,34.2,282,48.9,35.5,430,41,9.5,27,11.7,32,1,0,4,1,31.1,0.33,0.1,98,249,39.4,700,118,25.3,29.8,203,35.5,29.2,294,14,4.8,40,16.5
2024-2025-femenino,UDG Tenerife,36,3,0,6,0,36.0,0.25,0.0,176,464,37.9,751,82,39.7,35.6,285,58.2,38.9,411,36,8.8,22,10.4,40,3,0,4,1,34.7,0.26,-4.3,97,282,34.4,690,126,26.2,30.3,225,44.9,35.4,378,20,5.3,29,14.1
2024-2025-femenino,Valencia,47,5,0,5,1,49.1,0.26,3.1,140,355,39.4,526,137,39.9,35.5,265,54.7,35.0,474,51,10.8,16,9.6,24,2,0,7,1,26.9,0.23,3.9,89,282,31.6,654,129,28.7,30.5,264,35.6,30.3,397,21,5.3,44,15.0
